sample_name,cell_id,AP,PD,vol,AP_norm,PD_norm,vol_rescale,bin,bin_center,vol_pool_rescale
472_A,2516,14.4088,19.4289,65.8703,0.6166989094519868,0.7237679788109863,0.3514104781313121,"(0.6, 0.8]",0.7,0.4030455622157742
472_A,1492,8.17395,15.979,255.057,0.34984634743455856,0.5952518430493106,1.3606997739609212,"(0.4, 0.6]",0.5,1.5606364622913318
472_A,3124,14.7489,10.7128,45.4934,0.6312552430192944,0.3990746570009797,0.24270205913467882,"(0.2, 0.4]",0.30000000000000004,0.27836389055624616
472_A,1500,10.7313,22.7244,176.376,0.4593013302288952,0.846532385142359,0.940945684031928,"(0.8, 1.0]",0.9,1.0792051058120185
472_A,2194,16.3609,0.0,180.196,0.7002490969166767,0.0,0.9613249448894253,"(-0.001, 0.2]",0.0995,1.1025788273172226
472_A,4434,10.695,0.0,72.7477,0.457747684511479,0.0,0.3881006165138652,"(-0.001, 0.2]",0.0995,0.4451268272105103
472_A,1334,0.0,6.29422,190.312,0.0,0.23447312444820276,1.015292641966505,"(0.2, 0.4]",0.30000000000000004,1.1644763578791721
472_A,1550,17.5293,13.3174,136.376,0.7502568009450274,0.4961015642170905,0.7275502823827403,"(0.4, 0.6]",0.5,0.8344540952863191
472_A,4529,6.29422,0.0,77.4698,0.2693936073684751,0.0,0.41329247716705597,"(-0.001, 0.2]",0.0995,0.47402029588059547
472_A,2473,10.7582,5.05585,106.128,0.46045265446576844,0.18834119974221525,0.5661806796556247,"(-0.001, 0.2]",0.0995,0.6493733811267853
472_A,4713,20.577,11.9943,87.234,0.8806988409717349,0.4468132662298233,0.46538336168663086,"(0.4, 0.6]",0.5,0.5337652413049713
472_A,3557,0.0,18.3764,530.562,0.0,0.684560108180196,2.8304872772449072,"(0.6, 0.8]",0.7,3.2463896411634017
472_A,1165,6.13057,8.0892,144.878,0.26238936159285065,0.3013399592461658,0.7729074750032751,"(0.2, 0.4]",0.30000000000000004,0.8864759225735563
472_A,1645,23.3644,11.7172,62.7185,1.0,0.43649070000484275,0.3345959874583644,"(0.4, 0.6]",0.5,0.38376040634140174
472_A,2851,15.9878,7.49302,166.529,0.684280358151718,0.27913098222700705,0.8884130710309391,"(0.2, 0.4]",0.30000000000000004,1.0189535257958544
472_A,1379,0.0,11.6822,380.577,0.0,0.43518687532828443,2.030334544336072,"(0.4, 0.6]",0.5,2.3286651333209765
472_A,4691,5.94209,26.3471,428.288,0.2543223879063875,0.9814856895928714,2.284867244538182,"(0.8, 1.0]",0.9,2.6205980199007675
472_A,4435,0.0,26.8441,699.613,0.0,1.0,3.732354928349828,"(0.8, 1.0]",0.9,4.280774718172902
472_A,3307,13.5745,15.2584,63.9238,0.580990738045916,0.568407955565655,0.3410261243985585,"(0.4, 0.6]",0.5,0.39113536616606737
472_A,2843,14.3994,5.22718,49.9546,0.6162965879714437,0.19472360779463643,0.2665020482806127,"(-0.001, 0.2]",0.0995,0.3056609707601774
472_B,4128,22.9733,9.34991,166.98,0.7354586111849203,0.2966285540249868,1.0119030855782178,"(0.2, 0.4]",0.30000000000000004,1.0217130934395315
472_B,3624,5.5391,0.0,112.049,0.17732667023085028,0.0,0.6790198157620897,"(-0.001, 0.2]",0.0995,0.6856026494598519
472_B,4164,18.099,17.6326,77.8427,0.579414598853272,0.5593992500142764,0.47172875984991935,"(0.4, 0.6]",0.5,0.47630198717622124
472_B,3684,0.0,15.7809,438.098,0.0,0.5006535408589938,2.6548851238809803,"(0.4, 0.6]",0.5,2.680623205232195
472_B,3556,0.0,8.26455,496.584,0.0,0.262195199329962,3.009311784936961,"(0.2, 0.4]",0.30000000000000004,3.038485895272346
472_B,3916,13.947,0.0,87.0121,0.4464940278582565,0.0,0.5272955591845757,"(-0.001, 0.2]",0.0995,0.53240748507408
472_B,3884,8.8635,14.2765,305.814,0.28375276517685927,0.452926022981796,1.8532406887831905,"(0.4, 0.6]",0.5,1.871207138322655
472_B,3740,6.34841,5.42998,79.9358,0.2032356170786287,0.1722676598795708,0.4844129995697886,"(-0.001, 0.2]",0.0995,0.4891091956795048
